what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1337885560082
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1337885560082
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1337885560084
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1337885560084
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1337885560085
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1337885560086
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1337885560086
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1337885560086
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1337885560087
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1337885560088
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1337885560088
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1337885560089
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1337885560089
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1337885560090
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1337885560091
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1337885560093
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1337885560093
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1337885560094
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1337885560094
os,sysinfo,,,"win32",1337885560097
arch,sysinfo,,,"x86_64",1337885560097
ws,sysinfo,,,"win32",1337885560097
locale,sysinfo,,,"nl_NL",1337885560097
processors,sysinfo,,,"6",1337885560097
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337885560097
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1337885560097
java.specification.name,sysinfo,,,"Java Platform API Specification",1337885560097
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337885560097
java.specification.version,sysinfo,,,"1.7",1337885560097
java.vendor,sysinfo,,,"Oracle Corporation",1337885560097
java.version,sysinfo,,,"1.7.0_02",1337885560097
java.vm.info,sysinfo,,,"mixed mode",1337885560097
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1337885560097
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337885560097
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1337885560097
java.vm.specification.version,sysinfo,,,"1.7",1337885560097
java.vm.vendor,sysinfo,,,"Oracle Corporation",1337885560097
java.vm.version,sysinfo,,,"22.0-b10",1337885560097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885586534
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1337885649069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885650265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337885651217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885652854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885664140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885665915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885671998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885676928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885676990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885681569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885691619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885715629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885723933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885727756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885733543
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337885733557
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885744572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337885749177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885750761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885753672
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885754295
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885754317
started,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1337885754893
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1337885754895
started,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1337885754896
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1337885754932
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1337885754947
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1337885754964
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1337885754984
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1337885754985
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1337885755023
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1337885755158
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1337885755243
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1337885755273
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1337885755405
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1337885755455
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1337885755478
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1337885755944
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1337885755997
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1337885756072
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1337885756074
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1337885756079
opened,editor,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1337885756117
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1337885756212
activated,editor,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1337885756232
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885756835
closed,editor,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1337885756835
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885757471
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885757496
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885758303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337885761275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885762743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885832080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885836830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885836956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885956925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337885981304
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337885981323
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337885987318
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1337885997918
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1337885997929
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1337885997941
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1337885997950
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1337885997955
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1337885997971
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1337885997978
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1337885998012
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1337885998013
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1337885998140
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886019782
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1337886019995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886028631
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1337886030802
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1337886030911
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1337886030947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886031042
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.infer.type.arguments",1337886031051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886042793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886071838
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886071861
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1337886077114
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886092362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886105242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886115204
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886115592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886117932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886142920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337886145290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886175053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886185599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886185740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886188175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886241640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886242514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886254413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886346165
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886346256
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886351234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886357305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337886358642
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1337886358769
started,bundle,com.viewstreet.java.eclipse.jaxbplugin.JAXBPlugin,1.0,"com.viewstreet.java.eclipse.jaxbplugin.JAXBPlugin",1337886359079
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886364894
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886365552
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886366507
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886367189
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886367189
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886368220
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886368220
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886368989
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886369152
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886369179
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886377661
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1337886378490
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1337886378523
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337886381659
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337886395299
