what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870323999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870324113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337870325826
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337870330050
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870341237
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870354433
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870355688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870369629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870379474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870383511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870393336
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1337870395966
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870398056
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337870417828
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870441354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337870458634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337870491383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337870495157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870523780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870524383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870525546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870551548
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337870551561
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870552269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870552304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1337870553748
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870568899
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870573675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337870612973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870617096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870618460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870629247
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870630638
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337870631754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870636376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870666185
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870666283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870677292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870697834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337870699374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337870701167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870707514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870745942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870756587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870772772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870793581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870798554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870811015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870811161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870815052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870815383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870815787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870826435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870826547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870831177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870831623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337870832182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337870833591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337870835414
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337870837402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337870839055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337871035807
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337871035815
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1337871046196
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337871059406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337871064259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337871091437
