what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1337868217464
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1337868217464
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1337868217465
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1337868217466
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1337868217467
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1337868217468
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1337868217468
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1337868217469
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1337868217469
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1337868217470
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1337868217472
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1337868217473
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1337868217474
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1337868217474
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1337868217475
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1337868217476
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1337868217476
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1337868217477
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1337868217477
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1337868217478
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1337868217479
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1337868217479
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1337868217479
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1337868217480
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1337868217480
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1337868217480
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1337868217481
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1337868217482
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1337868217482
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1337868217482
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1337868217483
os,sysinfo,,,"win32",1337868217487
arch,sysinfo,,,"x86_64",1337868217487
ws,sysinfo,,,"win32",1337868217487
locale,sysinfo,,,"nl_NL",1337868217487
processors,sysinfo,,,"6",1337868217487
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337868217487
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1337868217487
java.specification.name,sysinfo,,,"Java Platform API Specification",1337868217487
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337868217487
java.specification.version,sysinfo,,,"1.7",1337868217487
java.vendor,sysinfo,,,"Oracle Corporation",1337868217487
java.version,sysinfo,,,"1.7.0_02",1337868217487
java.vm.info,sysinfo,,,"mixed mode",1337868217487
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1337868217487
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337868217487
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1337868217487
java.vm.specification.version,sysinfo,,,"1.7",1337868217487
java.vm.vendor,sysinfo,,,"Oracle Corporation",1337868217487
java.vm.version,sysinfo,,,"22.0-b10",1337868217487
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1337868217548
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1337868224765
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1337868224848
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337868224937
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1337868225056
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1337868225108
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337868225159
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1337868225538
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1337868225542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1337868226974
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1337868227298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868237711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868263922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868266825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868275896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868280464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868288275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868292994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868405791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868407903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868412294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337868417143
